chrom	start	end	section_genes
chr8	101571939	101572014	ANKRD46
chr8	101572014	101585111	
chr8	101585111	101661893	SNX31
chr8	101661893	101715143	
chr8	101715143	101715195	PABPC1
chr8	101715195	101715252	PABPC1,MIR7705
chr8	101715252	101734315	PABPC1
chr8	101734315	101930803	
chr8	101930803	101962799	YWHAZ
chr8	101962799	101963560	YWHAZ
chr8	101963560	101964357	YWHAZ
chr8	101964357	101965221	YWHAZ
chr8	101965221	101965623	YWHAZ
chr8	101965623	102064281	
chr8	102064281	102088479	FLJ42969
chr8	102088479	102209265	
chr8	102209265	102217960	ZNF706
chr8	102217960	102218292	ZNF706
chr8	102218292	102381120	
chr8	102381120	102381823	NACAP1
chr8	102381823	102504666	
chr8	102504666	102504667	GRHL2
chr8	102504667	102681952	GRHL2
chr8	102681952	102698769	
chr8	102698769	102803439	NCALD
chr8	102803439	102996659	NCALD
chr8	102996659	103007078	LOC104054148,NCALD
chr8	103007078	103136562	NCALD
chr8	103136562	103137135	NCALD
chr8	103137135	103137659	
chr8	103137659	103137743	MIR5680
chr8	103137743	103216728	
chr8	103216728	103251059	RRM2B
chr8	103251059	103251346	RRM2B
chr8	103251346	103251678	
chr8	103251678	103264402	UBR5-AS1
chr8	103264402	103264501	
chr8	103264501	103424917	UBR5
chr8	103424917	103563847	
chr8	103563847	103573245	ODF1
chr8	103573245	103661004	
chr8	103661004	103666192	KLF10
chr8	103666192	103668130	KLF10
chr8	103668130	103819049	
chr8	103819049	103823442	GASAL1
chr8	103823442	103838529	
chr8	103838529	103876428	AZIN1
chr8	103876428	103876498	
chr8	103876498	103990104	AZIN1-AS1
chr8	103990104	104033247	
chr8	104033247	104085285	ATP6V1C1
chr8	104085285	104133259	
chr8	104133259	104145190	LINC01181
chr8	104145190	104152583	BAALC-AS2,LINC01181
chr8	104152583	104152920	BAALC-AS2
chr8	104152920	104153570	BAALC,BAALC-AS2
chr8	104153570	104166841	BAALC
chr8	104166841	104166917	BAALC,MIR3151
chr8	104166917	104169217	BAALC
chr8	104169217	104184368	BAALC-AS1,BAALC
chr8	104184368	104242533	BAALC
chr8	104242533	104255765	
chr8	104255765	104278672	LOC105369147
chr8	104278672	104310660	LOC105369147
chr8	104310660	104311046	LOC105369147,FZD6
chr8	104311046	104311058	FZD6
chr8	104311058	104321205	FZD6
chr8	104321205	104321309	SNORD173,FZD6
chr8	104321309	104345094	FZD6
chr8	104345094	104383742	
chr8	104383742	104384660	CTHRC1
chr8	104384660	104395232	CTHRC1
chr8	104395232	104410865	
chr8	104410865	104426941	SLC25A32
chr8	104426941	104427563	DCAF13,SLC25A32
chr8	104427563	104455680	DCAF13
chr8	104455680	104493507	
chr8	104493507	104511459	LOC105375690
chr8	104511459	104512892	LOC105375690
chr8	104512892	104512975	LOC105375690
chr8	104512975	104513916	LOC105375690,RIMS2
chr8	104513916	104514138	LOC105375690,RIMS2
chr8	104514138	104831415	RIMS2
chr8	104831415	105235562	RIMS2
chr8	105235562	105266653	RIMS2
chr8	105266653	105266656	RIMS2
chr8	105266656	105352023	
chr8	105352023	105368917	DCSTAMP
chr8	105368917	105391651	
chr8	105391651	105479277	DPYS
chr8	105479277	105501458	
chr8	105501458	105601252	LRP12
chr8	105601252	106331146	
chr8	106331146	106792637	ZFPM2
chr8	106792637	106816767	ZFPM2-AS1,ZFPM2
chr8	106816767	107072731	ZFPM2-AS1
chr8	107072731	107282405	
chr8	107282405	107460151	OXR1
chr8	107460151	107670035	OXR1
chr8	107670035	107738334	OXR1
chr8	107738334	107764921	OXR1
chr8	107764921	107771710	
chr8	107771710	107782472	ABRA
chr8	107782472	108261709	
chr8	108261709	108348743	ANGPT1
chr8	108348743	108510283	ANGPT1
chr8	108510283	108911543	
chr8	108911543	109094167	RSPO2
chr8	109094167	109095431	RSPO2
chr8	109095431	109095913	RSPO2
chr8	109095913	109213971	
chr8	109213971	109260959	EIF3E
chr8	109260959	109455811	
chr8	109455811	109483392	EMC2
chr8	109483392	109501417	EMC2
chr8	109501417	109619078	
chr8	109619078	109791204	TMEM74
chr8	109791204	109799844	TMEM74
chr8	109799844	110099652	
chr8	110099652	110131812	TRHR
chr8	110131812	110253147	
chr8	110253147	110342162	NUDCD1
chr8	110342162	110346350	NUDCD1
chr8	110346350	110346551	
chr8	110346551	110358189	ENY2
chr8	110358189	110374705	
chr8	110374705	110549443	PKHD1L1
chr8	110549443	110551928	
chr8	110551928	110552303	EBAG9
chr8	110552303	110552854	EBAG9
chr8	110552854	110578225	EBAG9
chr8	110578225	110586207	
chr8	110586207	110586404	SYBU
chr8	110586404	110620291	SYBU
chr8	110620291	110655419	SYBU
chr8	110655419	110656343	SYBU
chr8	110656343	110657051	SYBU,LOC100132813
chr8	110657051	110657822	SYBU,LOC100132813
chr8	110657822	110660313	SYBU,LOC100132813
chr8	110660313	110661132	SYBU
chr8	110661132	110693234	SYBU
chr8	110693234	110704020	SYBU
chr8	110704020	110975873	
chr8	110975873	110988076	KCNV1
chr8	110988076	111949918	
chr8	111949918	111995178	LINC01608
chr8	111995178	112039662	LINC01608
chr8	112039662	112111189	
chr8	112111189	112248432	LINC01609
chr8	112248432	112388867	
chr8	112388867	112482846	LINC02237
chr8	112482846	113235158	
chr8	113235158	113655721	CSMD3
chr8	113655721	113655812	MIR2053,CSMD3
chr8	113655812	114389382	CSMD3
chr8	114389382	114449242	CSMD3
chr8	114449242	116420723	
chr8	116420723	116680239	TRPS1
chr8	116680239	116681255	TRPS1
chr8	116681255	116962735	
chr8	116962735	117337297	LINC00536
chr8	117337297	117657054	
chr8	117657054	117664338	EIF3H
chr8	117664338	117666863	LOC105375713,EIF3H
chr8	117666863	117768062	EIF3H
chr8	117768062	117778741	
chr8	117778741	117786921	UTP23
chr8	117786921	117858172	
chr8	117858172	117886662	RAD21
chr8	117886662	117886966	RAD21-AS1,RAD21
chr8	117886966	117887039	RAD21-AS1,RAD21,MIR3610
chr8	117887039	117887105	RAD21-AS1,RAD21
chr8	117887105	117889107	RAD21-AS1
chr8	117889107	117950463	
chr8	117950463	117956239	AARD
chr8	117956239	117962511	
chr8	117962511	117963189	SLC30A8
chr8	117963189	118147336	SLC30A8
chr8	118147336	118188953	SLC30A8
chr8	118188953	118532951	
chr8	118532951	118552501	MED30
chr8	118552501	118811601	
chr8	118811601	118933094	EXT1
chr8	118933094	118933152	SNORD168,EXT1
chr8	118933152	119124058	EXT1
chr8	119124058	119144066	
chr8	119144066	119201694	SAMD12
chr8	119201694	119201695	SAMD12
chr8	119201695	119390226	SAMD12
chr8	119390226	119633239	SAMD12
chr8	119633239	119634184	SAMD12,SAMD12-AS1
chr8	119634184	119634234	SAMD12,SAMD12-AS1
chr8	119634234	119738306	SAMD12-AS1
chr8	119738306	119935795	
chr8	119935795	119964383	TNFRSF11B
chr8	119964383	119964405	
chr8	119964405	120075181	COLEC10
chr8	120075181	120079423	COLEC10,LOC101927513
chr8	120079423	120081021	COLEC10,LOC101927513
chr8	120081021	120120694	COLEC10
chr8	120120694	120220609	
chr8	120220609	120226862	MAL2
chr8	120226862	120257914	MAL2-AS1,MAL2
chr8	120257914	120259097	MAL2-AS1
chr8	120259097	120337410	
chr8	120337410	120337505	MIR548AZ
chr8	120337505	120428551	
chr8	120428551	120436678	NOV
chr8	120436678	120569316	
chr8	120569316	120569476	ENPP2
chr8	120569476	120605248	ENPP2
chr8	120605248	120651106	ENPP2
chr8	120651106	120685816	ENPP2
chr8	120685816	120743013	
chr8	120743013	120845074	TAF2
chr8	120845074	120846180	
chr8	120846180	120868170	DSCC1
chr8	120868170	120885894	
chr8	120885894	121063157	DEPTOR
chr8	121063157	121137346	
chr8	121137346	121385814	COL14A1
chr8	121385814	121408082	
chr8	121408082	121457637	MRPL13
chr8	121457637	121457647	MTBP,MRPL13
chr8	121457647	121535875	MTBP
chr8	121535875	121547984	
chr8	121547984	121773492	SNTB1
chr8	121773492	121789072	LOC101927543,SNTB1
chr8	121789072	121824309	SNTB1
chr8	121824309	122625270	
chr8	122625270	122651585	HAS2
chr8	122651585	122653630	HAS2,HAS2-AS1
chr8	122653630	122657564	HAS2-AS1
chr8	122657564	123426565	
chr8	123426565	123580883	SMILR
chr8	123580883	123682623	
chr8	123682623	123706345	LINC01151
chr8	123706345	123793900	
chr8	123793900	123986755	ZHX2
chr8	123986755	124025403	
chr8	124025403	124054663	DERL1
chr8	124054663	124084858	
chr8	124084858	124084919	TBC1D31
chr8	124084919	124164392	TBC1D31
chr8	124164392	124191286	
chr8	124191286	124192371	FAM83A
chr8	124192371	124194591	FAM83A
chr8	124194591	124213411	FAM83A
chr8	124213411	124214896	FAM83A,FAM83A-AS1
chr8	124214896	124214983	FAM83A,FAM83A-AS1
chr8	124214983	124222319	FAM83A
chr8	124222319	124228027	
chr8	124228027	124228103	MIR4663
chr8	124228103	124232195	
chr8	124232195	124238428	C8orf76
chr8	124238428	124253638	ZHX1-C8orf76,C8orf76
chr8	124253638	124260689	ZHX1-C8orf76
chr8	124260689	124286727	ZHX1-C8orf76,ZHX1
chr8	124286727	124287781	ZHX1
chr8	124287781	124332090	
chr8	124332090	124360273	ATAD2
chr8	124360273	124360370	ATAD2,MIR548D1
chr8	124360370	124408705	ATAD2
chr8	124408705	124428964	
chr8	124428964	124454480	WDYHV1
chr8	124454480	124460330	WDYHV1
chr8	124460330	124510126	
chr8	124510126	124544383	FBXO32
chr8	124544383	124553493	FBXO32
chr8	124553493	124657914	
chr8	124657914	124665190	KLHL38
chr8	124665190	124693033	
chr8	124693033	124749666	ANXA13
chr8	124749666	124780678	
chr8	124780678	124822901	FAM91A1
chr8	124822901	124827690	FAM91A1
chr8	124827690	124864226	
chr8	124864226	124996377	FER1L6
chr8	124996377	125053023	FER1L6,FER1L6-AS1
chr8	125053023	125058311	FER1L6
chr8	125058311	125132302	FER1L6,FER1L6-AS2
chr8	125132302	125183763	FER1L6-AS2
chr8	125183763	125204931	
chr8	125204931	125259639	LOC101927588
chr8	125259639	125323158	
chr8	125323158	125384940	TMEM65
chr8	125384940	125463047	
chr8	125463047	125465266	TRMT12
chr8	125465266	125474737	
chr8	125474737	125485048	RNF139-AS1
chr8	125485048	125486595	RNF139-AS1
chr8	125486595	125486804	RNF139-AS1
chr8	125486804	125487007	
chr8	125487007	125500734	RNF139
chr8	125500734	125500735	TATDN1,RNF139
chr8	125500735	125500859	TATDN1,RNF139
chr8	125500859	125520755	TATDN1
chr8	125520755	125520817	TATDN1,MIR6844
chr8	125520817	125551329	TATDN1
chr8	125551329	125551342	
chr8	125551342	125562227	NDUFB9
chr8	125562227	125563010	
chr8	125563010	125740748	MTSS1
chr8	125740748	125834219	
chr8	125834219	125834226	MIR4662B
chr8	125834226	125834293	MIR4662B,MIR4662A
chr8	125834293	125834300	MIR4662B
chr8	125834300	125954249	
chr8	125954249	125963337	LINC00964
chr8	125963337	125985538	
chr8	125985538	125991630	ZNF572
chr8	125991630	126009230	
chr8	126009230	126010440	LOC105375744
chr8	126010440	126010719	
chr8	126010719	126034525	SQLE
chr8	126034525	126036502	
chr8	126036502	126104061	WASHC5
chr8	126104061	126104064	
chr8	126104064	126194814	NSMCE2
chr8	126194814	126379367	NSMCE2
chr8	126379367	126442562	
chr8	126442562	126444450	TRIB1
chr8	126444450	126450647	TRIB1
chr8	126450647	126934766	
chr8	126934766	126953375	LINC00861
chr8	126953375	126963441	LINC00861
chr8	126963441	127337739	
chr8	127337739	127341778	LOC101927657
chr8	127341778	127564682	
chr8	127564682	127570711	FAM84B
chr8	127570711	128025398	
chr8	128025398	128033259	PCAT1
chr8	128033259	128084938	
chr8	128084938	128092118	PCAT2
chr8	128092118	128094466	PCAT2,PRNCR1
chr8	128094466	128104840	PRNCR1
chr8	128104840	128200030	
chr8	128200030	128209872	CASC19
chr8	128209872	128219626	
chr8	128219626	128231513	CCAT1
chr8	128231513	128256881	
chr8	128256881	128301920	CASC21
chr8	128301920	128404876	CASC8,CASC21
chr8	128404876	128412643	CASC8
chr8	128412643	128414395	CCAT2,CASC8
chr8	128414395	128427856	CASC8
chr8	128427856	128429441	POU5F1B,CASC8
chr8	128429441	128455594	CASC8
chr8	128455594	128494384	CASC8
chr8	128494384	128712852	
chr8	128712852	128742439	CASC11
chr8	128742439	128746213	CASC11
chr8	128746213	128747679	
chr8	128747679	128755197	MYC
chr8	128755197	128806778	
chr8	128806778	128808207	PVT1
chr8	128808207	128808274	PVT1,MIR1204
chr8	128808274	128958804	PVT1
chr8	128958804	128960969	PVT1,TMEM75
chr8	128960969	128972878	PVT1
chr8	128972878	128972941	PVT1,MIR1205
chr8	128972941	129021143	PVT1
chr8	129021143	129021202	PVT1,MIR1206
chr8	129021202	129061397	PVT1
chr8	129061397	129061484	PVT1,MIR1207
chr8	129061484	129113499	PVT1
chr8	129113499	129162361	
chr8	129162361	129162434	MIR1208
chr8	129162434	129417515	
chr8	129417515	129571273	LINC00824
chr8	129571273	129576925	LINC00824
chr8	129576925	129965124	
chr8	129965124	129978247	LINC00976
chr8	129978247	130228712	
chr8	130228712	130253486	LINC00977
chr8	130253486	130363939	
chr8	130363939	130496302	CCDC26
chr8	130496302	130496388	CCDC26,MIR3686
chr8	130496388	130587264	CCDC26
chr8	130587264	130692485	CCDC26
chr8	130692485	130760441	
chr8	130760441	130799134	GSDMC
chr8	130799134	130851838	
chr8	130851838	130952118	FAM49B
chr8	130952118	130952151	FAM49B
chr8	130952151	131020579	FAM49B
chr8	131020579	131020699	MIR5194,FAM49B
chr8	131020699	131028943	FAM49B
chr8	131028943	131029375	FAM49B
chr8	131029375	131064350	
chr8	131064350	131094983	ASAP1
chr8	131094983	131097014	ASAP1-IT2,ASAP1
chr8	131097014	131307600	ASAP1
chr8	131307600	131308779	ASAP1-IT1,ASAP1
chr8	131308779	131455906	ASAP1
chr8	131455906	131792546	
chr8	131792546	132052835	ADCY8
chr8	132052835	132916334	
chr8	132916334	132929000	EFR3A
chr8	132929000	133025886	EFR3A
chr8	133025886	133036466	
chr8	133036466	133071627	OC90
chr8	133071627	133073732	
chr8	133073732	133117512	HHLA1
chr8	133117512	133133104	
chr8	133133104	133459509	KCNQ3
chr8	133459509	133493004	KCNQ3
chr8	133493004	133572744	
chr8	133572744	133573726	HPYR1
chr8	133573726	133582666	
chr8	133582666	133687687	LRRC6
chr8	133687687	133687728	LRRC6
chr8	133687728	133687771	LRRC6
chr8	133687771	133687863	LRRC6
chr8	133687863	133722191	
chr8	133722191	133772914	TMEM71
chr8	133772914	133787603	
chr8	133787603	133825439	PHF20L1
chr8	133825439	133861052	PHF20L1
chr8	133861052	133879204	
chr8	133879204	134048972	TG
chr8	134048972	134058725	SLA,TG
chr8	134058725	134058826	SLA,MIR7848,TG
chr8	134058826	134067203	SLA,TG
chr8	134067203	134070012	SLA,TG,PTCSC1
chr8	134070012	134072603	SLA,TG
chr8	134072603	134115310	SLA,TG
chr8	134115310	134147143	TG
chr8	134147143	134203281	
chr8	134203281	134243932	WISP1
chr8	134243932	134249413	
chr8	134249413	134309547	NDRG1
chr8	134309547	134467090	
chr8	134467090	134584183	ST3GAL1
chr8	134584183	134676003	
chr8	134676003	134696309	LOC105375773
chr8	134696309	134787793	
chr8	134787793	134789595	LOC101927798
chr8	134789595	134898738	
chr8	134898738	134914650	LOC101927822
chr8	134914650	135490030	
chr8	135490030	135610313	ZFAT
chr8	135610313	135612932	ZFAT-AS1,ZFAT
chr8	135612932	135708801	ZFAT
chr8	135708801	135725292	ZFAT
chr8	135725292	135812762	
chr8	135812762	135812850	MIR30B
chr8	135812850	135817118	
chr8	135817118	135817188	MIR30D
chr8	135817188	135850311	
chr8	135850311	135854880	NCRNA00250
chr8	135854880	135862177	
chr8	135862177	135894142	LOC101927845
chr8	135894142	136246373	
chr8	136246373	136311962	LINC01591
chr8	136311962	136469707	
chr8	136469707	136659852	KHDRBS3
chr8	136659852	137543040	
chr8	137543040	137909844	LINC02055
chr8	137909844	138418343	
chr8	138418343	138425831	LOC101927915
chr8	138425831	138821686	
chr8	138821686	139095788	LOC401478
chr8	139095788	139142265	
chr8	139142265	139509065	FAM135B
chr8	139509065	139600477	
chr8	139600477	139926249	COL22A1
chr8	139926249	140613080	
chr8	140613080	140629364	KCNK9
chr8	140629364	140715299	KCNK9
chr8	140715299	140739967	
chr8	140739967	141104992	TRAPPC9
chr8	141104992	141110634	PEG13,TRAPPC9
chr8	141110634	141467861	TRAPPC9
chr8	141467861	141468678	TRAPPC9
chr8	141468678	141521396	
chr8	141521396	141522080	CHRAC1
chr8	141522080	141527252	CHRAC1
chr8	141527252	141530249	
chr8	141530249	141645645	AGO2
chr8	141645645	141668480	
chr8	141668480	141728833	PTK2
chr8	141728833	141760301	PTK2
chr8	141760301	142011144	PTK2
chr8	142011144	142011412	PTK2
chr8	142011412	142012178	PTK2
chr8	142012178	142138710	
chr8	142138710	142153105	DENND3
chr8	142153105	142205903	DENND3
chr8	142205903	142217264	
chr8	142217264	142222026	SLC45A4
chr8	142222026	142238673	SLC45A4
chr8	142238673	142264665	SLC45A4
chr8	142264665	142264728	SLC45A4,LOC105375787
chr8	142264728	142266916	LOC105375787
chr8	142266916	142350647	
chr8	142350647	142354720	LINC01300
chr8	142354720	142366586	
chr8	142366586	142377365	GPR20
chr8	142377365	142431487	
chr8	142431487	142442554	PTP4A3
chr8	142442554	142443928	
chr8	142443928	142517330	MROH5
chr8	142517330	142867602	
chr8	142867602	142867674	MIR1302-7
chr8	142867674	143079636	
chr8	143079636	143079657	MIR4539
chr8	143079657	143257699	
chr8	143257699	143257779	MIR4472-1
chr8	143257779	143279716	
chr8	143279716	143290364	LINC00051
chr8	143290364	143293440	
chr8	143293440	143350822	TSNARE1
chr8	143350822	143484610	TSNARE1
chr8	143484610	143545376	
chr8	143545376	143626368	ADGRB1
chr8	143626368	143692404	
chr8	143692404	143695833	ARC
chr8	143695833	143719948	
chr8	143719948	143722024	LOC101928087
chr8	143722024	143738873	
chr8	143738873	143751412	JRK
chr8	143751412	143751725	
chr8	143751725	143761873	PSCA
chr8	143761873	143764145	PSCA
chr8	143764145	143781528	
chr8	143781528	143783669	LY6K
chr8	143783669	143785584	LY6K,LOC100288181
chr8	143785584	143808391	LOC100288181
chr8	143808391	143808620	
chr8	143808620	143818350	THEM6
chr8	143818350	143822361	
chr8	143822361	143823829	SLURP1
chr8	143823829	143831567	
chr8	143831567	143833952	LYPD2
chr8	143833952	143845755	
chr8	143845755	143851246	SLURP2,LYNX1-SLURP2
chr8	143851246	143852614	LYNX1-SLURP2
chr8	143852614	143857947	LYNX1,LYNX1-SLURP2
chr8	143857947	143858438	LYNX1,LYNX1-SLURP2
chr8	143858438	143858744	LYNX1,LYNX1-SLURP2
chr8	143858744	143859264	LYNX1,LYNX1-SLURP2
chr8	143859264	143866297	
chr8	143866297	143868008	LY6D
chr8	143868008	143916216	
chr8	143916216	143928262	GML
chr8	143928262	143953772	
chr8	143953772	143961236	CYP11B1
chr8	143961236	143991974	
chr8	143991974	143999259	CYP11B2
chr8	143999259	144063447	
chr8	144063447	144077244	LY6E-DT
chr8	144077244	144079080	LY6E-DT,CDC42P3
chr8	144079080	144099807	LY6E-DT
chr8	144099807	144099901	
chr8	144099901	144103827	LY6E
chr8	144103827	144120625	
chr8	144120625	144135720	C8orf31
chr8	144135720	144239330	
chr8	144239330	144241457	LY6H
chr8	144241457	144241755	LY6H
chr8	144241755	144242053	LY6H
chr8	144242053	144295067	
chr8	144295067	144299044	GPIHBP1
chr8	144299044	144328990	
chr8	144328990	144329097	ZFP41
chr8	144329097	144335761	ZFP41
chr8	144335761	144344875	ZFP41
chr8	144344875	144349606	
chr8	144349606	144359101	GLI4
chr8	144359101	144362324	
chr8	144362324	144362991	MINCR
chr8	144362991	144363870	MINCR
chr8	144363870	144373558	
chr8	144373558	144382120	ZNF696
chr8	144382120	144391496	
chr8	144391496	144417061	TOP1MT
chr8	144417061	144442147	TOP1MT
chr8	144442147	144448792	
chr8	144448792	144450805	RHPN1-AS1
chr8	144450805	144451024	
chr8	144451024	144466390	RHPN1
chr8	144466390	144499848	
chr8	144499848	144501320	MAFA-AS1
chr8	144501320	144510229	
chr8	144510229	144512602	MAFA
chr8	144512602	144519824	
chr8	144519824	144588354	ZC3H3
chr8	144588354	144588418	ZC3H3,SNORD149
chr8	144588418	144623620	ZC3H3
chr8	144623620	144635556	
chr8	144635556	144638988	GSDMD
chr8	144638988	144640441	LOC100310756,GSDMD
chr8	144640441	144640476	GSDMD
chr8	144640476	144645231	GSDMD
chr8	144645231	144648362	
chr8	144648362	144654928	MROH6
chr8	144654928	144656954	
chr8	144656954	144660521	NAPRT
chr8	144660521	144661891	
chr8	144661891	144679583	EEF1D
chr8	144679583	144679845	EEF1D
chr8	144679845	144680073	
chr8	144680073	144682485	TIGD5
chr8	144682485	144685393	
chr8	144685393	144691784	PYCR3
chr8	144691784	144694787	
chr8	144694787	144699649	TSTA3
chr8	144699649	144699732	TSTA3
chr8	144699732	144718182	
chr8	144718182	144718331	ZNF623
chr8	144718331	144731953	ZNF623
chr8	144731953	144735900	ZNF623
chr8	144735900	144766621	
chr8	144766621	144777555	ZNF707
chr8	144777555	144779284	
chr8	144779284	144780583	BREA2
chr8	144780583	144788863	
chr8	144788863	144790220	CCDC166
chr8	144790220	144790279	LOC101928160,CCDC166
chr8	144790279	144796068	LOC101928160
chr8	144796068	144798506	
chr8	144798506	144804633	MAPK15
chr8	144804633	144806102	
chr8	144806102	144815252	FAM83H
chr8	144815252	144815323	MIR4664,FAM83H
chr8	144815323	144815914	FAM83H
chr8	144815914	144816309	
chr8	144816309	144828507	FAM83H-AS1
chr8	144828507	144840662	
chr8	144840662	144842678	LOC105375800
chr8	144842678	144873089	
chr8	144873089	144895126	SCRIB
chr8	144895126	144895212	SCRIB,MIR937
chr8	144895212	144897549	SCRIB
chr8	144897549	144898513	
chr8	144898513	144911279	PUF60
chr8	144911279	144911556	PUF60
chr8	144911556	144915754	
chr8	144915754	144919927	NRBP2
chr8	144919927	144919988	MIR6845,NRBP2
chr8	144919988	144923146	NRBP2
chr8	144923146	144939491	
chr8	144939491	144952632	EPPK1
chr8	144952632	144989314	
chr8	144989314	145013758	PLEC
chr8	145013758	145016692	PLEC
chr8	145016692	145018126	PLEC
chr8	145018126	145018905	PLEC
chr8	145018905	145019358	PLEC
chr8	145019358	145019447	PLEC,MIR661
chr8	145019447	145025044	PLEC
chr8	145025044	145028088	PLEC
chr8	145028088	145047697	PLEC
chr8	145047697	145050913	PLEC
chr8	145050913	145051319	
chr8	145051319	145060639	PARP10
chr8	145060639	145064225	
chr8	145064225	145067583	GRINA
chr8	145067583	145086581	
chr8	145086581	145102015	SPATC1
chr8	145102015	145106166	
chr8	145106166	145112223	OPLAH
chr8	145112223	145112283	MIR6846,OPLAH
chr8	145112283	145115606	OPLAH
chr8	145115606	145133521	
chr8	145133521	145134776	EXOSC4
chr8	145134776	145134845	MIR6847,EXOSC4
chr8	145134845	145135551	EXOSC4
chr8	145135551	145137523	
chr8	145137523	145141119	GPAA1
chr8	145141119	145149937	
chr8	145149937	145152430	CYC1
chr8	145152430	145153535	
chr8	145153535	145153539	SHARPIN
chr8	145153539	145159138	SHARPIN
chr8	145159138	145159140	SHARPIN
chr8	145159140	145159304	
chr8	145159304	145162515	MAF1
chr8	145162515	145162594	
chr8	145162594	145171286	WDR97
chr8	145171286	145192671	
chr8	145192671	145195746	HGH1
chr8	145195746	145202918	
chr8	145202918	145203547	MROH1
chr8	145203547	145268368	MROH1
chr8	145268368	145316843	MROH1
chr8	145316843	145317575	
chr8	145317575	145317640	MIR7112
chr8	145317640	145321460	
chr8	145321460	145323386	SCX
chr8	145323386	145437879	
chr8	145437879	145440954	HGH1
chr8	145440954	145486001	
chr8	145486001	145486628	BOP1
chr8	145486628	145486693	MIR7112,BOP1
chr8	145486693	145490546	BOP1
chr8	145490546	145492472	BOP1,SCX
chr8	145492472	145515120	BOP1
chr8	145515120	145515250	
chr8	145515250	145538245	HSF1
chr8	145538245	145538389	HSF1,DGAT1
chr8	145538389	145540908	DGAT1
chr8	145540908	145540978	MIR6848,DGAT1
chr8	145540978	145550582	DGAT1
chr8	145550582	145554227	
chr8	145554227	145559943	SCRT1
chr8	145559943	145576885	
chr8	145576885	145578591	TMEM249
chr8	145578591	145579087	TMEM249
chr8	145579087	145579269	FBXL6,TMEM249
chr8	145579269	145582183	FBXL6
chr8	145582183	145582216	
chr8	145582216	145582240	SLC52A2
chr8	145582240	145582275	SLC52A2
chr8	145582275	145584948	SLC52A2
chr8	145584948	145592595	
chr8	145592595	145596648	LOC101928902
chr8	145596648	145597703	
chr8	145597703	145618445	ADCK5
chr8	145618445	145618453	ADCK5,CPSF1
chr8	145618453	145619363	CPSF1
chr8	145619363	145619445	MIR939,CPSF1
chr8	145619445	145625670	CPSF1
chr8	145625670	145625739	MIR6849,CPSF1
chr8	145625739	145634733	CPSF1
chr8	145634733	145637797	
chr8	145637797	145638975	SLC39A4
chr8	145638975	145641917	SLC39A4
chr8	145641917	145642279	SLC39A4
chr8	145642279	145648983	
chr8	145648983	145653946	VPS28
chr8	145653946	145654162	
chr8	145654162	145660550	TONSL
chr8	145660550	145660933	TONSL-AS1,TONSL
chr8	145660933	145661002	MIR6893,TONSL-AS1,TONSL
chr8	145661002	145665276	TONSL-AS1,TONSL
chr8	145665276	145669812	TONSL
chr8	145669812	145674964	
chr8	145674964	145675314	CYHR1
chr8	145675314	145688234	CYHR1
chr8	145688234	145689199	CYHR1
chr8	145689199	145690418	CYHR1
chr8	145690418	145690849	CYHR1
chr8	145690849	145691031	CYHR1
chr8	145691031	145691719	
chr8	145691719	145699114	KIFC2
chr8	145699114	145699499	FOXH1,KIFC2
chr8	145699499	145701718	FOXH1
chr8	145701718	145703364	
chr8	145703364	145703733	PPP1R16A
chr8	145703733	145727504	PPP1R16A
chr8	145727504	145729464	
chr8	145729464	145732555	GPT
chr8	145732555	145734418	
chr8	145734418	145736611	MFSD3
chr8	145736611	145736666	
chr8	145736666	145743210	RECQL4
chr8	145743210	145743348	
chr8	145743348	145747760	LRRC14
chr8	145747760	145750559	LRRC14,LRRC24
chr8	145750559	145751602	LRRC24
chr8	145751602	145752416	C8orf82,LRRC24
chr8	145752416	145754458	C8orf82
chr8	145754458	145754562	
chr8	145754562	145831080	ARHGAP39
chr8	145831080	145838888	ARHGAP39
chr8	145838888	145911197	ARHGAP39
chr8	145911197	145946293	
chr8	145946293	145980970	ZNF251
chr8	145980970	145997608	
chr8	145997608	146012730	ZNF34
chr8	146012730	146015149	
chr8	146015149	146017315	RPL8
chr8	146017315	146017376	MIR6850,RPL8
chr8	146017376	146017774	RPL8
chr8	146017774	146017831	RPL8
chr8	146017831	146024260	
chr8	146024260	146034194	ZNF517
chr8	146034194	146034529	LOC100130027,ZNF517
chr8	146034529	146035669	LOC100130027,ZNF517
chr8	146035669	146036139	LOC100130027,ZNF517
chr8	146036139	146052425	LOC100130027
chr8	146052425	146052902	
chr8	146052902	146052944	ZNF7
chr8	146052944	146068607	ZNF7
chr8	146068607	146072893	ZNF7
chr8	146072893	146075550	
chr8	146075550	146078452	COMMD5
chr8	146078452	146078963	COMMD5
chr8	146078963	146102335	
chr8	146102335	146126846	ZNF250
chr8	146126846	146155743	
chr8	146155743	146176274	ZNF16
chr8	146176274	146198974	
chr8	146198974	146220250	ZNF252P
chr8	146220250	146224283	ZNF252P,TMED10P1
chr8	146224283	146228196	ZNF252P
chr8	146228196	146228285	ZNF252P-AS1,ZNF252P
chr8	146228285	146231432	ZNF252P-AS1
chr8	146231432	146277823	
chr8	146277823	146281416	C8orf33
chr13	0	19312239	
chr13	19312239	19314239	LINC00417
chr13	19314239	19385282	
chr13	19385282	19446107	ANKRD20A9P
